document_id,title,abstract,chemical_mesh_ids,disease_mesh_ids,relation_count,chemical_mentions_count,disease_mentions_count
20667451,Curcumin ameliorates cognitive dysfunction and oxidative damage in phenobarbitone and carbamazepine administered rats.,"The antiepileptic drugs, phenobarbitone and carbamazepine are well known to cause cognitive impairment on chronic use. The increase in free radical generation has been implicated as one of the important mechanisms of cognitive impairment by antiepileptic drugs. Curcumin has shown antioxidant, anti-inflammatory and neuro-protective properties. Therefore, the present study was carried out to investigate the effect of chronic curcumin administration on phenobarbitone- and carbamazepine-induced cogn...",D002220|D008315|D010634|D003474|D005978,D003072,2,28,8
19767176,Pyrrolidine dithiocarbamate protects the piriform cortex in the pilocarpine status epilepticus model.,"Pyrrolidine dithiocarbamate (PDTC) has a dual mechanism of action as an antioxidant and an inhibitor of the transcription factor kappa-beta. Both, production of reactive oxygen species as well as activation of NF-kappaB have been implicated in severe neuronal damage in different sub-regions of the hippocampus as well as in the surrounding cortices. The effect of PDTC on status epilepticus-associated cell loss in the hippocampus and piriform cortex was evaluated in the rat fractionated pilocarpin...",C020972|D010862|D010100,D009410|D013226|D012640,2,14,11
16330293,"Safety profile of a nicotine lozenge compared with that of nicotine gum in adult smokers with underlying medical conditions: a 12-week, randomized, open-label study.","BACKGROUND: Nicotine polacrilex lozenges deliver 25% to 27% more nicotine compared with equivalent doses of nicotine polacrilex gum. The increased nicotine exposure from the lozenge has raised questions about the relative safety of the lozenge and gum. OBJECTIVE: The objective of this study was to compare the safety profiles of the 4-mg nicotine lozenge and 4-mg nicotine gum in smokers with selected label-restricted diseases. METHODS: This was a multicenter, randomized, open-label study in adult...",D009538,D006331|D006973|D003920|D006261|D009325|D006606,3,15,6
14568327,Development of levodopa-induced dyskinesias in parkinsonian monkeys may depend upon rate of symptom onset and/or duration of symptoms.,"Levodopa-induced dyskinesias (LIDs) present a major problem for the long-term management of Parkinson's disease (PD) patients. Due to the interdependence of risk factors in clinical populations, it is difficult to independently examine factors that may influence the development of LIDs. Using macaque monkeys with different types of MPTP-induced parkinsonism, the current study evaluated the degree to which rate of symptom progression, symptom severity, and response to and duration of levodopa the...",D007980|D015632,D010302|D010300|D004409,2,12,14
11250767,Propylthiouracil-induced perinuclear-staining antineutrophil cytoplasmic autoantibody-positive vasculitis in conjunction with pericarditis.,"OBJECTIVE: To describe a case of propylthiouracil-induced vasculitis manifesting with pericarditis. METHODS: We present the first case report of a woman with hyperthyroidism treated with propylthiouracil in whom a syndrome of pericarditis, fever, and glomerulonephritis developed. Serologic testing and immunologic studies were done, and a pericardial biopsy was performed. RESULTS: A 25-year-old woman with Graves' disease had a febrile illness and evidence of pericarditis, which was confirmed by b...",D011441|D011241,D014657|D005921|D010493|D006111|D006980|D005334,3,7,15
11206082,Two mouse lines selected for differential sensitivities to beta-carboline-induced seizures are also differentially sensitive to various pharmacological effects of other GABA(A) receptor ligands.,"Two mouse lines were selectively bred according to their sensitivity (BS line) or resistance (BR line) to seizures induced by a single i.p. injection of methyl beta-carboline-3-carboxylate (beta-CCM), an inverse agonist of the GABA(A) receptor benzodiazepine site. Our aim was to characterize both lines' sensitivities to various physiological effects of other ligands of the GABA(A) receptor. We measured diazepam-induced anxiolysis with the elevated plus-maze test, diazepam-induced sedation by rec...",D001569|D010852|D010433|D005680|D003975|C036150,D012640,3,16,3
11027905,"Analgesic effect of intravenous ketamine in cancer patients on morphine therapy: a randomized, controlled, double-blind, crossover, double-dose study.","Pain not responsive to morphine is often problematic. Animal and clinical studies have suggested that N-methyl-D-aspartate (NMDA) antagonists, such as ketamine, may be effective in improving opioid analgesia in difficult pain syndromes, such as neuropathic pain. A slow bolus of subhypnotic doses of ketamine (0.25 mg/kg or 0.50 mg/kg) was given to 10 cancer patients whose pain was unrelieved by morphine in a randomized, double-blind, crossover, double-dose study. Pain intensity on a 0 to 10 numer...",D016202|D003975|D009020|D007649,D014987|D014839|D003221|D010146|D006212|D009437|D009369|D009325,1,16,15
9334596,"Endocrine screening in 1,022 men with erectile dysfunction: clinical significance and cost-effective strategy.","PURPOSE: We reviewed the results of serum testosterone and prolactin determination in 1,022 patients referred because of erectile dysfunction and compared the data with history, results of physical examination, other etiological investigations and effects of endocrine therapy to refine the rules of cost-effective endocrine screening and to pinpoint actual responsibility for hormonal abnormalities. MATERIALS AND METHODS: Testosterone and prolactin were determined by radioimmunoassay. Every patien...",C004648|D013739|D001971,D007027|D007006|D006177|D020018|D006966|D007172|D010911|D015175,1,17,20
8595686,Thiopentone pretreatment for propofol injection pain in ambulatory patients.,"This study investigated propofol injection pain in patients undergoing ambulatory anaesthesia. In a randomized, double-blind trial, 90 women were allocated to receive one of three treatments prior to induction of anaesthesia with propofol. Patients in Group C received 2 ml normal saline, Group L, 2 ml, lidocaine 2% (40 mg) and Group T, 2 ml thiopentone 2.5% (50 mg). Venous discomfort was assessed with a visual analogue scale (VAS) 5-15 sec after commencing propofol administration using an infusi...",D013874|D008012|D015742,D010146|D014474,1,11,5
6466532,Comparison of i.v. glycopyrrolate and atropine in the prevention of bradycardia and arrhythmias following repeated doses of suxamethonium in children.,"The effectiveness of administration of glycopyrrolate 5 and 10 micrograms kg-1 and atropine 10 and 20 micrograms kg-1 i.v. immediately before the induction of anaesthesia, to prevent arrhythmia and bradycardia following repeated doses of suxamethonium in children, was studied. A control group was included for comparison with the lower dose range of glycopyrrolate and atropine. A frequency of bradycardia of 50% was noted in the control group, but this was not significantly different from the freq...",D001285|D013390|D006024,D001919|D001145,1,11,6
6308277,Reduction in caffeine toxicity by acetaminophen.,"A patient who allegedly consumed 100 tablets of an over-the-counter analgesic containing sodium acetylsalicylate, caffeine, and acetaminophen displayed no significant CNS stimulation despite the presence of 175 micrograms of caffeine per mL of serum. Because salicylates have been reported to augment the stimulatory effects of caffeine on the CNS, attention was focused on the possibility that the presence of acetaminophen (52 micrograms/mL) reduced the CNS toxicity of caffeine. Studies in DBA/2J ...",D010433|D000082|D002110|D000241|D000255,D064420|D012640,2,23,6
2870085,Flestolol: an ultra-short-acting beta-adrenergic blocking agent.,"Flestolol (ACC-9089) is a nonselective, competitive, ultra-short-acting beta-adrenergic blocking agent, without any intrinsic sympathomimetic activity. Flestolol is metabolized by plasma esterases and has an elimination half-life of approximately 6.5 minutes. This agent was well tolerated in healthy volunteers at doses up to 100 micrograms/kg/min. In long-term infusion studies, flestolol was well tolerated at the effective beta-blocking dose (5 micrograms/kg/min) for up to seven days. Flestolol ...",D007545|C047847,D002637|D000789|D013610|D013617,1,15,4
1639466,Adverse effect of the calcium channel blocker nitrendipine on nephrosclerosis in rats with renovascular hypertension.,"The effect of a 6-week treatment with the calcium channel blocker nitrendipine or the angiotensin converting enzyme inhibitor enalapril on blood pressure, albuminuria, renal hemodynamics, and morphology of the nonclipped kidney was studied in rats with two-kidney, one clip renovascular hypertension. Six weeks after clipping of one renal artery, hypertensive rats (178 +/- 4 mm Hg) were randomly assigned to three groups: untreated hypertensive controls (n = 8), enalapril-treated (n = 8), or nitren...",D002118|D000809|D009568|D004656,D000419|D005921|D006973|D006978|D009400,2,15,12
1527456,Treatment of tinnitus by intratympanic instillation of lignocaine (lidocaine) 2 per cent through ventilation tubes.,"Idiopathic subjective tinnitus (IST) is one of the most obscure otological pathologies. This paper presents the results of treating IST by intratympanic instillation of lignocaine (lidocaine) 2 per cent through a grommet, for five weekly courses. Fifty-two patients suffering from intractable tinnitus entered this therapeutic trial, but only nine finished all five courses. In one patient, the tinnitus was almost completely abolished, but in all the nine patients the decompensated tinnitus changed...",D008012,D014839|D014012|D014717,2,4,10
